peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
95.65,1.63,M,29,0,3,3,0,2,0,N,1,0,0
102.59,1.75,V,27,0,0,0,16,10,0,N,0,1,0
92.31,1.66,M,48,0,2,0,6,10,0,N,0,2,3
53.87,1.73,V,26,70,0,4,14,8,0,N,0,1,0
59.62,1.82,V,45,220,0,1,5,5,NA,N,2,4,4
116.96,1.71,M,30,0,11,5,19,12,0,N,0,1,1
77.31,1.6,M,34,0,9,0,0,0,0,N,1,0,0
82.84,1.64,M,30,0,13,0,5,0,0,N,0,2,3
89.11,1.69,V,18,0,0,0,10,6,0,N,1,1,1
96.5,1.67,M,37,0,0,1,0,7,1,N,2,3,2
85.26,1.64,M,18,0,12,1,1,0,0,N,0,0,0
45.51,1.59,M,21,60,5,0,7,2,0,N,0,0,0
107.58,1.64,M,64,0,0,4,6,12,0,N,2,4,3
47.82,1.63,M,37,100,6,1,0,6,0,N,1,2,4
135.42,1.84,V,55,0,0,9,0,10,3,N,2,3,4
85.8,1.64,M,52,0,6,1,0,0,0,N,2,4,4
91.45,1.68,M,32,0,10,0,17,8,0,N,2,4,4
97.52,1.8,V,44,0,0,0,10,5,0,N,3,4,3
95.02,1.65,M,61,0,0,2,10,6,0,N,2,3,2
125.47,1.81,V,30,0,3,4,0,5,0,N,1,1,1
47.82,1.63,V,18,90,4,6,0,0,1,N,2,2,1
63.45,1.71,V,26,20,1,2,7,10,0,N,0,1,2
46.08,1.6,M,42,50,0,2,0,4,0,N,1,0,0
86.84,1.61,M,30,0,6,0,0,6,0,N,1,2,2
98.82,1.69,V,18,0,0,5,4,4,0,N,1,2,3
89.12,1.58,M,46,0,13,4,0,2,0,N,1,2,3
108.38,1.68,V,46,0,0,4,19,13,0,N,1,3,4
56.06,1.67,M,28,10,0,0,0,0,0,N,0,3,4
54.73,1.72,V,18,20,2,2,0,0,0,N,1,1,0
90.82,1.69,M,31,0,0,2,0,3,0,S,1,1,1
72.2,1.66,M,38,10,0,0,0,5,1,N,0,2,3
49.6,1.66,M,28,20,0,0,5,0,0,N,4,3,4
92.87,1.67,M,50,0,0,1,0,0,0,N,0,0,1
98.54,1.71,M,51,0,0,0,0,5,1,N,1,2,2
86.18,1.67,M,44,0,1,0,4,2,0,N,2,4,3
47.82,1.63,M,54,60,9,0,0,3,1,N,0,1,1
85.82,1.62,M,41,0,0,2,5,0,0,N,0,0,0
96.17,1.61,M,48,0,0,5,0,0,0,N,1,1,1
109.58,1.79,V,29,0,4,5,3,1,0,N,2,2,2
54.5,1.74,V,30,60,9,5,13,8,0,S,1,4,3
53.87,1.73,V,18,50,0,3,0,0,0,N,3,4,4
92.8,1.61,M,47,0,6,2,7,2,0,N,1,1,1
110.2,1.74,V,50,0,0,4,9,6,0,N,2,4,4
88.89,1.71,V,25,0,0,0,3,0,0,N,0,1,1
58.97,1.81,V,50,60,0,0,33,11,0,N,2,3,3
110.37,1.84,V,47,0,9,0,0,0,0,N,2,3,2
116.96,1.71,V,37,0,31,0,13,17,0,N,1,0,0
105.27,1.77,V,33,0,0,0,12,13,0,N,1,4,4
93.32,1.61,M,50,0,3,4,1,1,0,N,0,1,1
69.01,1.71,M,45,10,0,0,0,0,2,N,1,4,4
52.02,1.7,V,37,40,0,0,0,0,0,N,2,2,2
110.22,1.66,M,72,0,5,6,6,5,0,S,1,2,1
90.96,1.75,V,27,0,0,1,0,1,0,N,2,4,3
58.29,1.67,V,57,20,7,2,2,2,0,N,1,2,2
85.54,1.7,M,28,0,4,1,0,0,0,N,1,3,4
103.77,1.76,V,23,0,0,4,3,3,1,N,2,4,3
105.91,1.65,M,43,0,0,0,25,19,0,N,1,1,1
81.11,1.69,V,31,0,0,0,10,2,0,N,1,2,2
105.97,1.74,V,38,0,0,4,14,3,0,N,1,1,0
104.98,1.62,M,78,0,3,5,13,12,0,N,2,3,4
75.85,1.64,M,18,0,9,0,0,0,0,S,2,3,3
94.74,1.71,V,45,0,3,0,7,4,1,N,2,3,3
97.39,1.7,M,34,0,17,0,9,5,11,N,0,2,3
92.04,1.66,M,53,0,3,0,15,7,0,N,0,1,2
106.88,1.75,V,36,0,13,0,24,14,0,N,1,3,2
89.64,1.72,V,46,0,2,0,0,0,0,N,3,4,3
57.03,1.78,V,21,50,0,0,5,10,0,N,1,1,2
112.02,1.74,V,40,0,28,4,0,0,0,N,0,2,1
94.74,1.71,M,52,0,3,0,11,0,3,N,2,1,1
92.99,1.8,V,36,10,0,0,8,14,4,N,2,4,4
97.9,1.78,V,38,0,0,1,16,1,0,N,2,3,2
56.96,1.75,M,20,20,24,3,4,0,0,N,1,1,3
132.5,1.86,V,18,0,5,9,0,0,0,N,1,1,2
57.03,1.78,V,18,50,0,3,17,13,0,N,2,3,2
52.02,1.7,V,48,120,4,6,11,6,0,N,0,3,3
46.66,1.61,M,49,70,0,2,1,1,0,N,2,3,3
113.68,1.76,V,48,0,8,2,0,7,0,N,1,2,2
92.38,1.62,M,41,0,0,4,0,0,2,N,1,2,1
87.57,1.7,M,49,0,0,0,5,0,0,N,3,4,4
95,1.62,M,44,0,0,6,0,0,0,N,1,1,2
111.78,1.75,V,41,0,19,4,0,2,0,N,1,2,3
92.25,1.64,M,53,0,9,3,5,0,0,N,3,4,4
117.62,1.73,V,30,0,0,3,27,16,1,N,0,1,0
66.82,1.6,M,42,10,11,0,2,2,NA,N,0,0,0
64.3,1.89,V,56,100,0,2,16,9,0,N,1,2,2
101.46,1.73,V,50,0,21,0,0,0,0,N,1,2,2
87.53,1.86,V,46,20,0,5,0,9,0,S,1,3,4
93.71,1.67,M,21,0,0,1,13,8,0,N,1,2,3
100.85,1.66,M,56,0,4,4,0,2,0,N,4,4,4
120.24,1.82,V,43,0,4,4,0,2,0,S,3,4,4
45.51,1.59,M,56,50,0,0,0,0,0,N,1,3,2
92.87,1.67,M,18,0,0,5,11,1,0,N,1,1,0
89.19,1.68,V,22,0,0,0,0,4,0,N,0,2,1
117.94,1.8,V,66,0,10,0,11,7,0,N,0,1,2
128.1,1.81,V,35,0,18,3,3,6,0,N,1,2,1
98.83,1.71,M,48,0,0,0,0,3,0,N,1,1,1
44.37,1.57,M,18,50,0,0,5,7,0,N,0,0,0
101,1.65,M,18,0,7,1,24,19,0,N,3,4,4
118.59,1.81,V,32,0,0,1,11,15,0,N,1,4,4
94.46,1.6,M,60,0,25,2,0,3,0,N,1,3,4
53.25,1.72,V,23,140,10,0,11,15,3,N,1,3,3
122.5,1.75,V,81,0,3,6,4,1,0,N,3,4,3
55.12,1.75,V,59,90,0,2,17,10,0,N,2,2,2
48.41,1.64,M,22,180,0,0,13,8,0,N,3,4,4
101.91,1.76,V,38,0,11,1,0,0,0,N,1,1,1
73.1,1.68,M,21,10,0,3,0,4,0,N,1,2,4
86.53,1.66,M,30,0,13,0,18,6,0,N,1,3,3
126.74,1.78,V,59,0,0,2,32,25,0,N,2,4,3
86.35,1.63,M,25,0,0,2,8,1,0,N,1,2,2
96.07,1.73,V,19,0,6,0,19,9,4,N,2,2,1
91.26,1.75,V,49,10,9,1,8,6,0,N,1,0,0
55.76,1.76,M,25,20,0,0,13,9,0,N,2,1,1
51.41,1.69,M,39,110,0,0,25,19,0,S,0,1,2
94.74,1.65,M,47,0,9,1,16,5,0,N,2,3,3
90.34,1.75,V,27,0,0,0,4,0,0,N,1,2,0
50.2,1.67,M,38,70,0,0,0,2,4,N,1,1,0
96.95,1.76,V,43,0,1,0,0,0,0,N,2,1,1
106.83,1.77,M,47,0,0,0,0,4,0,N,0,2,1
118.21,1.75,V,39,0,0,8,2,2,0,N,1,3,3
86.7,1.7,V,55,0,0,0,0,0,0,N,3,4,4
53.87,1.73,M,48,120,0,1,0,0,0,N,1,1,2
51.41,1.69,M,65,30,4,0,0,0,0,N,1,3,4
106.93,1.7,M,33,0,0,2,16,13,NA,N,1,1,2
102.59,1.7,V,64,0,0,1,0,3,0,N,2,2,4
102.82,1.69,M,58,0,5,1,0,4,0,N,2,3,3
86.03,1.65,M,41,0,0,0,28,13,0,N,2,4,1
92.28,1.59,M,67,0,14,2,0,2,5,N,2,3,3
62.94,1.87,V,43,60,0,6,0,4,0,N,2,4,3
49,1.65,M,18,130,0,5,2,0,0,N,0,2,1
84.67,1.68,M,21,0,0,3,0,0,0,N,1,3,3
88.21,1.63,M,34,0,0,5,0,0,0,N,3,4,4
74.07,1.59,M,21,0,3,0,0,0,0,N,2,2,2
97.89,1.62,M,29,0,0,6,0,3,0,N,0,2,2
68.33,1.67,V,18,10,6,0,0,5,0,N,1,3,3
103.88,1.63,M,62,0,0,4,15,11,1,N,2,3,3
104.63,1.64,M,46,0,20,5,5,9,0,N,3,4,4
108.36,1.65,M,48,0,0,8,1,3,0,N,0,1,1
90.1,1.64,M,38,0,1,2,0,0,0,N,0,0,0
54.5,1.74,V,18,80,14,0,0,0,0,N,1,1,0
103.61,1.66,M,43,0,0,7,11,3,0,N,1,4,3
56.39,1.77,V,26,60,0,2,0,0,0,N,0,0,1
46.08,1.6,M,37,30,0,4,8,10,0,N,1,2,2
83.11,1.64,M,27,0,0,0,0,0,0,N,0,2,1
93.68,1.54,M,39,0,15,6,2,6,0,N,1,4,3
102.66,1.72,V,34,0,15,1,1,4,0,N,0,0,1
50.2,1.67,M,18,40,9,6,9,6,0,N,0,1,1
102.74,1.68,V,24,0,0,3,23,14,0,N,1,3,2
84.76,1.63,M,40,0,2,0,17,5,0,N,0,0,0
94.46,1.74,V,29,0,0,0,0,3,0,N,1,3,1
65.87,1.62,M,23,10,0,2,0,3,0,N,3,4,4
60.76,1.73,M,35,20,13,3,8,2,0,N,1,2,2
108.48,1.71,M,32,0,1,0,11,12,0,N,1,1,2
50.2,1.67,M,22,30,0,0,15,12,0,N,2,3,2
53.25,1.72,V,21,110,9,6,0,0,0,N,1,2,1
90.92,1.67,M,36,0,0,0,9,4,0,N,0,0,1
110.89,1.76,V,40,0,13,0,0,5,0,S,1,1,2
49.6,1.66,M,32,30,0,4,0,0,0,N,3,3,2
101.82,1.77,V,50,0,10,0,1,0,0,N,0,1,1
53.87,1.73,V,59,30,0,0,8,13,0,N,4,4,4
110.94,1.72,V,55,0,6,5,0,0,0,N,2,3,2
96.79,1.71,M,55,0,3,2,6,5,0,N,1,3,4
50.8,1.68,M,21,20,0,1,9,7,0,N,2,4,3
53.87,1.73,V,47,40,0,4,0,3,1,N,2,2,2
102.36,1.72,V,35,0,2,4,6,0,0,N,1,2,3
57.67,1.79,V,27,80,0,2,12,15,0,N,1,3,4
76.6,1.59,M,49,0,0,0,4,0,0,N,1,4,4
106.27,1.74,V,45,0,6,2,0,6,0,N,0,2,2
93.92,1.7,V,35,0,0,3,8,0,1,N,1,0,0
82.09,1.76,V,35,10,0,3,9,6,0,N,2,4,4
87.57,1.67,M,20,0,6,0,3,2,0,N,0,0,0
53.25,1.72,V,47,90,10,2,7,4,0,N,0,1,2
114.14,1.74,V,45,0,20,2,8,6,0,N,2,2,2
107.58,1.64,M,35,0,6,8,6,3,0,N,1,0,1
102.4,1.6,M,47,0,14,1,8,12,2,N,2,2,1
96.58,1.62,M,48,0,2,4,0,8,0,N,1,3,2
95.39,1.61,M,61,0,0,3,1,2,0,N,2,3,2
96.02,1.64,M,26,0,0,0,26,16,2,N,0,0,1
97.39,1.7,V,61,0,0,2,15,4,0,N,1,3,3
103.17,1.79,V,42,0,0,0,0,0,0,N,0,0,0
122.5,1.75,V,42,0,14,8,5,2,2,N,0,1,0
53.75,1.7,V,33,20,6,2,8,4,0,N,0,1,1
58.32,1.8,V,63,30,0,1,17,14,0,N,3,4,4
76.6,1.59,M,45,0,0,0,0,3,0,N,3,4,4
50.2,1.67,M,35,140,7,1,1,0,13,S,1,2,2
115.6,1.7,V,39,0,17,0,32,25,0,N,0,2,1
100.58,1.81,V,40,0,0,0,0,0,0,N,1,4,2
57.03,1.78,V,22,80,7,0,9,4,0,N,2,3,2
55.12,1.75,V,42,80,7,6,0,2,0,N,0,3,3
48.41,1.64,M,51,30,0,1,6,0,0,N,1,3,3
49,1.65,M,59,50,0,3,0,4,0,N,1,3,2
88.47,1.63,M,43,0,2,4,4,1,0,N,0,1,1
88.69,1.67,V,33,0,15,0,0,0,0,N,4,3,4
62.16,1.79,V,80,30,1,2,0,2,0,N,1,0,0
78.47,1.62,M,29,0,0,1,0,0,0,N,3,4,4
114.24,1.69,M,19,0,19,5,0,6,0,N,2,1,2
49,1.65,M,38,90,8,2,0,1,0,N,2,3,3
94.55,1.68,M,44,0,5,3,0,0,0,N,1,3,2
123.9,1.76,V,70,0,0,5,2,10,0,N,0,0,0
55.76,1.76,V,34,70,0,5,15,4,0,N,0,2,3
90.37,1.58,M,45,0,9,0,15,12,0,N,0,1,0
90.6,1.63,M,46,0,22,0,1,0,0,N,0,0,0
86.8,1.66,V,44,0,0,0,18,9,0,N,2,4,4
78.21,1.62,M,32,0,0,0,10,3,0,N,1,2,1
79.97,1.69,V,40,0,4,0,6,0,0,N,2,3,4
112.9,1.68,M,39,0,9,5,8,13,0,N,1,3,3
53.25,1.72,V,48,90,6,2,2,0,0,N,1,4,4
98.22,1.68,M,55,0,3,2,0,0,3,N,0,2,2
111.83,1.72,V,32,0,3,7,0,0,0,N,1,2,2
119.36,1.86,V,38,0,0,0,0,2,5,N,0,0,0
83.56,1.57,M,18,0,0,0,28,20,0,N,2,4,2
106.64,1.66,M,28,0,12,9,0,2,0,N,1,1,3
90.6,1.68,M,18,0,0,3,16,5,0,N,2,4,4
116.32,1.8,V,38,0,0,1,10,13,0,N,0,0,1
89.3,1.65,M,50,0,0,2,0,0,0,N,1,2,4
94.5,1.7,M,44,0,3,2,0,1,0,N,1,2,0
85.83,1.7,V,31,0,0,0,0,2,0,N,2,3,4
66.1,1.8,V,51,20,17,0,7,5,1,N,0,2,2
47.24,1.62,M,35,40,0,0,12,12,0,N,3,3,2
57.03,1.78,V,50,30,0,3,0,0,0,N,1,4,3
122.4,1.79,V,18,0,0,5,13,10,0,N,0,0,0
56.39,1.77,V,38,110,0,1,16,10,0,N,0,2,2
84.87,1.66,V,52,0,0,4,16,0,0,N,2,4,4
98.6,1.57,M,54,0,12,3,0,9,0,N,0,1,1
55.76,1.76,V,34,60,0,2,1,2,0,N,1,2,2
75.39,1.74,V,46,10,0,0,0,0,0,N,3,4,3
96.58,1.74,V,31,0,11,0,13,3,1,N,1,2,3
107.41,1.78,V,32,0,16,0,13,9,0,N,3,4,4
89.92,1.74,V,29,0,1,0,0,4,0,N,3,4,4
107.58,1.64,M,45,0,9,8,13,3,0,N,1,2,2
106.57,1.74,V,46,0,0,1,0,1,0,N,0,0,0
50.8,1.68,M,24,80,1,4,10,0,0,N,0,1,1
106.25,1.76,V,42,0,3,5,0,0,0,N,1,2,1
51.41,1.69,M,54,50,14,4,0,5,0,N,2,4,4
57.67,1.79,V,66,30,15,0,2,0,0,N,0,0,2
50.2,1.67,V,42,80,9,0,4,0,0,N,1,3,3
124.74,1.8,V,32,0,0,1,25,23,0,N,2,4,4
57.03,1.78,V,53,30,2,1,11,0,0,N,2,4,4
46.08,1.6,M,64,100,3,1,0,0,0,N,3,4,4
109.53,1.7,M,31,0,8,2,14,13,0,N,2,3,1
60.28,1.83,V,59,100,0,0,0,0,0,N,0,2,1
111.05,1.84,V,39,0,11,0,13,6,0,N,3,3,2
47.24,1.62,M,37,140,5,1,26,7,0,N,0,0,1
126.1,1.78,V,29,0,0,5,9,15,0,N,1,4,4
74.05,1.65,M,21,0,0,0,0,2,0,N,2,3,3
53.87,1.73,V,38,110,0,3,12,3,0,N,1,3,2
89.37,1.55,M,33,0,5,4,16,12,0,N,2,3,3
46.08,1.6,M,49,130,29,0,2,1,0,N,2,4,4
78.72,1.74,V,19,0,1,0,2,0,0,N,2,3,2
83.77,1.66,M,65,0,3,0,2,0,0,N,2,4,4
98.28,1.65,M,44,0,0,3,0,8,0,N,1,1,3
98.54,1.69,M,61,0,13,1,0,0,0,N,0,1,0
93.19,1.72,V,40,0,6,1,3,0,0,N,2,4,4
109.26,1.79,V,53,0,0,0,8,6,2,N,0,2,3
78.03,1.7,M,41,10,0,0,0,8,0,N,3,3,3
57.03,1.78,V,74,40,8,6,1,3,1,N,2,3,3
90.37,1.64,M,54,0,0,0,0,4,0,N,1,2,1
44.94,1.58,M,39,60,0,2,5,4,4,N,2,4,4
80.38,1.58,M,38,0,0,0,18,7,0,N,3,3,2
82.69,1.61,M,20,0,6,0,24,11,0,N,0,2,2
94.21,1.7,M,18,0,7,2,12,4,2,N,2,4,3
101.91,1.76,V,24,0,0,1,14,10,0,N,0,0,2
86.73,1.67,M,31,0,0,0,0,0,0,N,2,2,1
108.57,1.72,V,23,0,9,4,0,2,2,N,0,1,1
80.38,1.58,M,18,0,4,0,12,10,0,N,1,2,3
106.87,1.76,V,51,0,0,0,5,5,0,N,0,0,0
109.84,1.8,V,58,0,1,0,0,1,0,N,1,2,2
52.63,1.71,M,21,30,5,0,0,1,1,N,0,0,0
82.41,1.68,V,31,0,0,2,9,0,0,N,4,4,4
101,1.65,M,44,0,0,0,0,10,0,S,1,3,2
67.75,1.72,V,59,20,5,0,8,6,0,N,1,3,3
112.78,1.77,V,34,0,0,3,0,3,0,N,1,1,0
115.6,1.7,V,45,0,0,5,7,9,1,N,3,3,3
46.08,1.6,M,31,140,3,0,14,7,0,N,3,4,4
105.27,1.71,V,45,0,0,3,0,7,0,N,1,1,0
100.25,1.69,M,39,0,4,4,0,0,0,N,2,2,1
89.28,1.66,V,26,0,9,3,8,1,0,N,0,2,3
95.68,1.68,V,40,0,10,0,8,5,0,N,2,2,4
50.2,1.67,M,45,40,0,0,10,0,0,N,0,1,1
52.63,1.71,M,36,60,0,1,0,5,4,N,2,3,4
91.21,1.66,M,39,0,0,2,0,0,0,N,1,0,0
92.04,1.66,M,39,0,0,1,2,0,0,N,0,0,0
116.31,1.79,V,36,0,0,4,0,4,0,N,1,2,2
89.03,1.65,M,45,0,0,3,6,3,0,N,2,4,4
113.06,1.76,V,44,0,0,5,13,5,0,N,1,2,2
48.41,1.64,M,42,40,9,0,0,0,0,N,1,3,3
99.91,1.74,V,18,0,0,5,7,1,0,N,1,2,1
93.41,1.66,M,25,0,22,1,12,6,0,N,2,1,0
57.03,1.78,V,59,90,0,4,1,4,0,N,1,1,1
106.26,1.67,V,54,0,17,1,0,0,0,N,1,2,3
59.62,1.82,V,37,40,0,3,18,13,0,N,2,4,3
44.94,1.58,M,39,100,0,0,9,3,0,N,3,4,4
100.58,1.66,M,66,0,0,1,1,6,0,N,1,4,3
93.57,1.71,V,24,0,0,2,0,0,0,N,0,1,1
82.05,1.74,V,19,0,8,0,2,0,0,N,1,4,4
102.47,1.64,M,56,0,5,4,8,3,0,N,0,0,2
95.85,1.72,V,42,0,0,0,8,2,0,S,1,1,0
93.35,1.7,M,40,0,0,0,5,5,0,N,3,4,4
100.56,1.73,V,45,0,0,0,16,9,0,N,0,2,2
78.74,1.54,M,18,0,9,3,0,2,0,N,0,3,2
111.22,1.77,V,27,0,0,4,0,1,0,N,1,2,1
107.66,1.84,V,38,0,0,0,0,0,0,N,1,3,2
59.62,1.82,V,64,30,0,2,3,6,1,N,0,0,0
119.72,1.73,V,59,0,16,2,8,12,0,N,2,4,4
53.28,1.62,M,44,20,10,1,26,9,5,N,2,3,3
110.74,1.73,M,41,0,0,4,0,3,0,N,0,0,0
57.09,1.6,M,54,20,2,0,13,12,0,N,1,3,3
90.4,1.8,V,24,0,0,0,11,0,0,N,0,3,2
97.09,1.64,M,19,0,0,6,15,8,0,N,2,3,2
101.29,1.76,V,64,0,4,2,11,0,0,N,1,1,2
90.94,1.71,V,19,0,0,0,11,8,0,N,2,4,2
56.48,1.64,M,34,20,0,4,0,0,0,N,2,3,0
74.74,1.67,M,26,10,7,0,16,11,0,N,2,2,0
113.1,1.77,V,49,0,0,4,0,5,0,N,2,4,4
91.57,1.78,V,28,0,0,0,0,0,0,N,2,4,4
119.25,1.81,V,51,0,0,6,0,0,0,N,1,3,3
90.08,1.67,M,40,0,0,3,6,0,0,N,1,2,1
100.76,1.68,V,67,0,8,2,0,0,0,N,0,2,3
110.22,1.66,M,42,0,2,7,0,10,0,N,0,0,1
104.98,1.8,V,40,0,6,0,8,4,0,N,2,1,1
114.14,1.74,M,36,0,0,4,6,7,0,N,3,3,3
105.96,1.75,V,24,0,7,6,3,0,0,N,1,2,2
87.5,1.74,M,18,0,0,0,12,3,5,N,2,2,1
92.96,1.56,M,62,0,0,6,0,0,0,N,1,1,0
100.58,1.81,V,61,10,9,0,19,15,0,N,1,1,2
95.96,1.68,M,53,0,23,0,1,0,0,N,3,4,4
98.77,1.73,V,34,0,4,1,0,0,0,N,0,0,0
54.5,1.74,V,35,40,0,0,0,2,4,N,3,2,2
100.25,1.69,V,45,0,0,5,7,1,1,N,3,4,4
86.61,1.62,M,57,0,14,0,17,4,0,N,1,2,3
115.65,1.81,V,39,0,8,4,0,0,0,N,2,4,4
107.96,1.69,M,68,0,14,0,0,7,0,N,2,4,4
97.96,1.81,V,32,0,3,0,3,0,NA,N,2,2,3
88.41,1.74,V,18,0,0,1,3,0,0,N,2,4,4
49.6,1.66,M,34,30,6,0,2,4,1,N,1,3,4
94.17,1.76,V,29,0,3,0,0,0,0,N,0,2,2
105.06,1.74,V,32,0,0,0,5,8,5,N,1,3,4
65,1.84,V,31,20,0,1,28,12,0,N,0,1,1
114.38,1.78,V,51,0,15,1,2,0,0,N,1,1,1
97.05,1.67,M,60,0,3,2,2,0,0,N,1,2,0
77.15,1.56,M,49,0,0,3,2,0,0,N,1,3,2
111.99,1.71,M,45,0,3,7,0,0,0,N,2,1,1
98.94,1.81,V,41,0,0,0,7,1,0,N,2,4,3
92.25,1.64,M,18,0,18,4,14,7,0,N,2,3,4
83.97,1.69,V,34,0,0,0,11,5,0,N,2,4,4
86.61,1.62,M,33,0,21,2,0,0,0,N,2,4,4
91.79,1.77,V,18,0,2,0,0,2,0,N,3,4,3
91.45,1.68,M,48,0,12,0,0,1,0,N,4,4,4
78,1.64,M,18,0,13,0,0,0,0,N,3,4,4
104.71,1.68,V,33,0,0,4,27,14,0,N,0,2,1
104.7,1.76,V,39,0,0,0,23,11,NA,N,1,2,3
75.01,1.6,M,25,0,0,0,0,0,0,N,2,3,3
59.62,1.82,V,55,210,7,0,0,0,0,N,1,1,1
102.53,1.76,V,41,0,0,2,4,0,0,N,2,3,2
55.12,1.75,M,46,90,6,8,5,0,0,N,2,3,1
91.2,1.65,M,31,0,19,1,16,5,0,N,1,3,3
71.6,1.65,M,28,10,0,1,17,9,0,N,0,2,2
94.79,1.66,M,47,0,15,0,0,3,0,N,2,2,3
100.25,1.77,V,18,0,4,1,13,3,2,N,0,0,0
108.66,1.7,V,63,0,3,1,10,7,0,N,1,2,2
90.93,1.65,M,47,0,5,0,5,3,0,N,2,2,0
111.12,1.71,M,42,0,0,7,15,5,0,N,1,2,3
87.35,1.66,M,52,0,11,0,5,0,0,N,0,2,4
47.24,1.62,M,58,100,0,0,16,4,0,N,1,4,2
88.75,1.72,M,54,0,6,0,0,0,0,N,1,4,4
102.63,1.67,M,50,0,27,3,29,11,0,N,2,4,4
101.3,1.62,M,53,0,2,3,0,6,0,S,1,1,1
86.46,1.59,M,41,0,3,3,6,0,0,N,1,0,0
126.74,1.78,V,57,0,3,5,0,5,0,S,1,3,3
47.24,1.62,M,29,30,0,7,9,1,0,N,0,1,2
96.07,1.73,V,26,0,16,0,0,0,0,N,1,1,0
96.95,1.78,V,24,0,0,4,0,0,0,N,2,3,1
108.54,1.8,V,45,0,0,0,24,9,0,N,2,4,4
65.48,1.59,M,44,10,10,0,0,2,0,N,3,4,4
96.84,1.62,M,56,0,19,0,6,9,0,N,0,1,1
53.25,1.72,V,37,70,2,0,0,4,2,N,1,1,0
94.16,1.71,M,18,0,0,0,0,8,0,N,0,2,1
48.41,1.64,M,18,160,0,0,9,9,0,S,0,1,2
97.47,1.65,M,41,0,0,2,0,3,0,N,2,2,1
59.62,1.82,V,46,110,0,5,0,0,0,N,0,0,0
54.5,1.74,V,46,50,0,1,12,1,0,N,1,1,0
96.77,1.67,V,49,0,2,0,0,7,0,N,2,3,4
49,1.65,M,53,40,5,0,14,5,0,N,0,2,2
49,1.65,M,59,50,0,3,20,15,0,N,3,4,3
56.39,1.77,V,65,50,17,0,11,0,6,N,0,1,1
112.9,1.68,M,42,0,8,5,0,8,1,N,0,3,3
88.48,1.59,M,63,0,0,3,0,0,0,N,1,3,1
59.56,1.73,V,36,20,0,0,2,2,10,N,1,2,3
53.87,1.73,V,21,130,19,2,4,6,0,N,0,0,0
98.83,1.71,M,38,0,0,2,15,6,0,N,0,0,0
83.81,1.57,M,32,0,0,0,15,10,0,S,1,2,3
43.25,1.55,M,34,110,0,1,7,5,0,S,0,1,0
78,1.64,M,35,0,5,0,17,3,0,N,1,3,4
109.65,1.71,V,45,0,0,1,16,18,0,N,3,4,3
111.85,1.83,V,19,0,2,5,0,0,0,N,3,4,4
98.93,1.66,M,41,0,27,0,0,0,8,N,3,3,3
92.31,1.66,M,36,0,10,1,0,0,0,S,1,0,1
102.66,1.73,V,31,0,0,5,0,0,0,N,1,3,4
90.37,1.64,M,40,0,0,0,15,7,0,N,2,2,1
108.28,1.72,V,44,0,7,0,0,3,0,N,1,1,0
47.24,1.62,M,51,60,0,5,9,3,0,N,1,3,2
90.54,1.77,V,24,0,0,0,7,0,0,N,1,3,3
82.65,1.7,V,44,10,1,7,0,0,0,N,1,2,4
97.36,1.64,M,60,0,19,2,0,0,3,N,2,2,2
97.47,1.65,M,45,0,12,0,10,9,0,N,2,3,3
91.61,1.7,M,34,0,0,0,16,7,0,N,1,2,2
83.34,1.71,V,21,0,0,0,0,0,0,N,2,3,4
49.6,1.66,M,18,140,5,0,16,12,0,N,1,0,0
84.38,1.5,M,30,0,0,1,0,13,0,N,0,2,1
118.55,1.83,V,18,0,0,4,8,3,0,N,1,0,0
97.63,1.81,V,39,0,0,2,0,0,0,N,2,4,3
55.12,1.75,V,31,70,0,2,0,3,0,N,1,2,1
89.56,1.64,M,32,0,0,0,0,4,0,N,0,0,1
55.12,1.75,V,34,90,0,0,17,6,0,N,1,2,2
69.98,1.5,M,34,0,2,0,0,3,1,N,2,3,4
60.94,1.84,V,18,130,7,3,5,2,0,N,1,3,2
103.61,1.66,V,48,0,0,4,9,5,0,N,1,3,3
92.8,1.61,M,29,0,7,2,10,6,0,N,0,0,0
55.12,1.75,V,33,70,4,5,14,12,0,N,1,2,4
88.75,1.83,V,34,10,4,5,0,0,0,N,2,4,4
53.25,1.72,M,32,70,0,4,6,11,0,N,2,4,2
109.24,1.73,M,19,0,10,2,6,9,0,N,0,2,1
98,1.75,V,53,0,0,0,2,2,0,N,2,4,4
88.14,1.7,V,45,0,4,0,0,0,2,N,2,2,2
106.87,1.76,V,37,0,8,3,0,4,0,N,2,3,3
55.76,1.76,V,54,30,3,1,0,0,11,N,1,2,1
114.98,1.77,V,83,0,1,0,5,7,0,N,2,3,4
107.66,1.79,V,46,0,8,0,6,0,0,N,1,0,0
96.95,1.76,V,20,0,2,2,0,1,4,N,1,1,2
105.01,1.76,V,48,0,11,0,18,9,0,N,1,2,3
55.12,1.75,V,18,70,6,1,12,13,0,N,1,2,2
85.29,1.63,V,47,0,0,0,8,8,0,N,2,4,3
100.29,1.72,M,47,0,0,2,0,0,0,N,0,0,1
96.32,1.59,M,37,0,21,3,11,7,8,N,0,3,4
86.27,1.6,M,34,0,0,3,18,6,0,N,1,2,2
58.32,1.8,V,18,80,0,0,18,5,0,N,2,4,4
